2022-05-15 00:05:708 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:748 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (39a29381859455fe94ffa5d61e3ffc0a)] -> link text: Register]
2022-05-15 01:05:752 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:727 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> link text: Register]
2022-05-15 01:05:983 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:48 INFO  HomePage :171 - getting first Name Error text from [[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 01:05:132 INFO  HomePage :175 - getting last Name Error text from [[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //span[@id='LastName-error']]
2022-05-15 01:05:196 INFO  HomePage :179 - getting email Error text from [[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //span[@id='Email-error']]
2022-05-15 01:05:307 INFO  HomePage :183 - getting password Error text from [[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //span[@id='Password-error']]
2022-05-15 01:05:381 INFO  HomePage :187 - getting confirm Pw Error text from [[ChromeDriver: chrome on WINDOWS (a57f5e029bc541e38138a9fb743cab03)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-15 01:05:00 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:773 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> link text: Register]
2022-05-15 01:05:900 INFO  HomePage :126 - Clicking on female radio button[[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //input[@id='gender-female']]
2022-05-15 01:05:92 INFO  HomePage :130 - Enter email Shruti to email field [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> id: FirstName]
2022-05-15 01:05:284 INFO  HomePage :135 - Enter emailDevani to email field [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> id: LastName]
2022-05-15 01:05:502 INFO  HomePage :140 - Selecting DateofBirth12 from dropdown [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-15 01:05:670 INFO  HomePage :146 - Selecting month11 from dropdown [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-15 01:05:816 INFO  HomePage :150 - Selecting year1987 from dropdown [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //select[@name='DateOfBirthYear']]
2022-05-15 01:05:31 INFO  HomePage :155 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> id: Email]
2022-05-15 01:05:246 INFO  HomePage :159 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:472 INFO  HomePage :164 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> id: ConfirmPassword]
2022-05-15 01:05:267 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:300 INFO  HomePage :117 - getting verify Register Text  from [[ChromeDriver: chrome on WINDOWS (fa59b2a18af5c55500874f1795f6044d)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 01:05:878 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:278 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (c964597134c8e5bd352f2bd49f360fa4)] -> link text: Register]
2022-05-15 01:05:75 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:433 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> link text: Register]
2022-05-15 01:05:713 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:765 INFO  HomePage :171 - getting first Name Error text from [[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 01:05:845 INFO  HomePage :175 - getting last Name Error text from [[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //span[@id='LastName-error']]
2022-05-15 01:05:932 INFO  HomePage :179 - getting email Error text from [[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //span[@id='Email-error']]
2022-05-15 01:05:17 INFO  HomePage :183 - getting password Error text from [[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //span[@id='Password-error']]
2022-05-15 01:05:130 INFO  HomePage :187 - getting confirm Pw Error text from [[ChromeDriver: chrome on WINDOWS (cd6e5de6ff633e7adae71cf590fe36b1)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-15 01:05:449 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:470 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> link text: Register]
2022-05-15 01:05:602 INFO  HomePage :126 - Clicking on female radio button[[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //input[@id='gender-female']]
2022-05-15 01:05:819 INFO  HomePage :130 - Enter email Shruti to email field [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> id: FirstName]
2022-05-15 01:05:50 INFO  HomePage :135 - Enter emailDevani to email field [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> id: LastName]
2022-05-15 01:05:241 INFO  HomePage :140 - Selecting DateofBirth12 from dropdown [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-15 01:05:467 INFO  HomePage :146 - Selecting month11 from dropdown [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-15 01:05:618 INFO  HomePage :150 - Selecting year1987 from dropdown [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //select[@name='DateOfBirthYear']]
2022-05-15 01:05:851 INFO  HomePage :155 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> id: Email]
2022-05-15 01:05:61 INFO  HomePage :159 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:261 INFO  HomePage :164 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> id: ConfirmPassword]
2022-05-15 01:05:145 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:188 INFO  HomePage :117 - getting verify Register Text  from [[ChromeDriver: chrome on WINDOWS (8ae4f838c5e657a0a4942bcc8fa5460f)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 01:05:178 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:10 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (84a41a55df1eb7d2c3c9788fea484446)] -> link text: Register]
2022-05-15 01:05:113 INFO  HomePage :117 - getting verify Register Text  from [[ChromeDriver: chrome on WINDOWS (84a41a55df1eb7d2c3c9788fea484446)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 01:05:831 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:541 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> link text: Register]
2022-05-15 01:05:735 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:774 INFO  HomePage :171 - getting first Name Error text from [[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 01:05:834 INFO  HomePage :175 - getting last Name Error text from [[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //span[@id='LastName-error']]
2022-05-15 01:05:949 INFO  HomePage :179 - getting email Error text from [[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //span[@id='Email-error']]
2022-05-15 01:05:48 INFO  HomePage :183 - getting password Error text from [[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //span[@id='Password-error']]
2022-05-15 01:05:187 INFO  HomePage :187 - getting confirm Pw Error text from [[ChromeDriver: chrome on WINDOWS (65427963fd7b56a797770488dc20e0a1)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-15 01:05:758 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:550 INFO  HomePage :134 - Clicking on Register Link[[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> link text: Register]
2022-05-15 01:05:684 INFO  HomePage :126 - Clicking on female radio button[[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //input[@id='gender-female']]
2022-05-15 01:05:867 INFO  HomePage :130 - Enter email Shruti to email field [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> id: FirstName]
2022-05-15 01:05:50 INFO  HomePage :135 - Enter emailDevani to email field [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> id: LastName]
2022-05-15 01:05:260 INFO  HomePage :140 - Selecting DateofBirth12 from dropdown [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-15 01:05:418 INFO  HomePage :146 - Selecting month11 from dropdown [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-15 01:05:565 INFO  HomePage :150 - Selecting year1987 from dropdown [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //select[@name='DateOfBirthYear']]
2022-05-15 01:05:759 INFO  HomePage :155 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> id: Email]
2022-05-15 01:05:946 INFO  HomePage :159 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:138 INFO  HomePage :164 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> id: ConfirmPassword]
2022-05-15 01:05:935 INFO  HomePage :169 - Clicking on Register Button[[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //button[@id='register-button']]
2022-05-15 01:05:968 INFO  HomePage :117 - getting verify Register Text  from [[ChromeDriver: chrome on WINDOWS (31d1c069cb2dc1f402cfa16297496223)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 12:05:625 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:617 INFO  LoginPage :59 - getting welcome text from [[ChromeDriver: chrome on WINDOWS (75a20ef60784a4dad3795e987ecb95cc)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 12:05:17 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:850 INFO  LoginPage :47 - Enter emailprimefivetest@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (3bb1f412d5e2a71bd1507dda0be9f66c)] -> id: Email]
2022-05-15 12:05:197 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (3bb1f412d5e2a71bd1507dda0be9f66c)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:376 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (3bb1f412d5e2a71bd1507dda0be9f66c)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 12:05:79 INFO  LoginPage :63 - getting varify errormessage text from [[ChromeDriver: chrome on WINDOWS (3bb1f412d5e2a71bd1507dda0be9f66c)] -> xpath: //body/div[6]/div[3]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/form[1]/div[1]]
2022-05-15 12:05:439 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:936 INFO  LoginPage :47 - Enter emailprimetest@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (5c80ae17f429fd99279acee624d10fb8)] -> id: Email]
2022-05-15 12:05:139 INFO  LoginPage :51 - Enter emailaaa123 to email field [[ChromeDriver: chrome on WINDOWS (5c80ae17f429fd99279acee624d10fb8)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:306 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (5c80ae17f429fd99279acee624d10fb8)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 12:05:426 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:216 INFO  LoginPage :47 - Enter emailprimetest@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (669d6929b9d9c6554a4a6345b2b15a44)] -> id: Email]
2022-05-15 12:05:439 INFO  LoginPage :51 - Enter emailaaa123 to email field [[ChromeDriver: chrome on WINDOWS (669d6929b9d9c6554a4a6345b2b15a44)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:601 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (669d6929b9d9c6554a4a6345b2b15a44)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 12:05:721 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:202 INFO  LoginPage :59 - getting welcome text from [[ChromeDriver: chrome on WINDOWS (60c53c58b217faef109022afc34ad94a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 12:05:157 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:97 INFO  LoginPage :47 - Enter emailprimefivetest@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (9307ddbf1a385b3ed6e516527643931c)] -> id: Email]
2022-05-15 12:05:502 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (9307ddbf1a385b3ed6e516527643931c)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:730 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (9307ddbf1a385b3ed6e516527643931c)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 12:05:244 INFO  LoginPage :63 - getting varify errormessage text from [[ChromeDriver: chrome on WINDOWS (9307ddbf1a385b3ed6e516527643931c)] -> xpath: //body/div[6]/div[3]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/form[1]/div[1]]
2022-05-15 12:05:185 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:311 INFO  LoginPage :47 - Enter emailprimetest@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (3fb1c3874bb7aaf506e8aa2e73d5f8f0)] -> id: Email]
2022-05-15 12:05:639 INFO  LoginPage :51 - Enter emailaaa123 to email field [[ChromeDriver: chrome on WINDOWS (3fb1c3874bb7aaf506e8aa2e73d5f8f0)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:895 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (3fb1c3874bb7aaf506e8aa2e73d5f8f0)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 12:05:464 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 12:05:986 INFO  LoginPage :47 - Enter emailprimetest@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (1c4b9b5938cb1ab8322cafa319422377)] -> id: Email]
2022-05-15 12:05:763 INFO  LoginPage :51 - Enter emailaaa123 to email field [[ChromeDriver: chrome on WINDOWS (1c4b9b5938cb1ab8322cafa319422377)] -> xpath: //input[@id='Password']]
2022-05-15 12:05:154 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (1c4b9b5938cb1ab8322cafa319422377)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:913 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:603 INFO  LoginPage :59 - getting welcome text from [[ChromeDriver: chrome on WINDOWS (030841f598feeef372f7ed2e138ad344)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 13:05:450 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:788 INFO  LoginPage :47 - Enter emailprimefivetest@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (862888e1ced62d7ac4120342195e09e9)] -> id: Email]
2022-05-15 13:05:95 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (862888e1ced62d7ac4120342195e09e9)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:290 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (862888e1ced62d7ac4120342195e09e9)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:127 INFO  LoginPage :63 - getting varify errormessage text from [[ChromeDriver: chrome on WINDOWS (862888e1ced62d7ac4120342195e09e9)] -> xpath: //body/div[6]/div[3]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/form[1]/div[1]]
2022-05-15 13:05:98 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:544 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (6d24a58fcd2c1d95c5ccb5f100c91ab9)] -> id: Email]
2022-05-15 13:05:823 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (6d24a58fcd2c1d95c5ccb5f100c91ab9)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:56 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (6d24a58fcd2c1d95c5ccb5f100c91ab9)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:195 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:31 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (438c3aa45b9ffb1ba3d2ebe18225ffa0)] -> id: Email]
2022-05-15 13:05:463 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (438c3aa45b9ffb1ba3d2ebe18225ffa0)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:728 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (438c3aa45b9ffb1ba3d2ebe18225ffa0)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:504 INFO  HomePage :158 - Clicking on logout Link[[ChromeDriver: chrome on WINDOWS (438c3aa45b9ffb1ba3d2ebe18225ffa0)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 13:05:554 INFO  LoginPage :68 - getting loginLink text from [[ChromeDriver: chrome on WINDOWS (438c3aa45b9ffb1ba3d2ebe18225ffa0)] -> link text: Log in]
2022-05-15 13:05:328 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:388 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:892 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (f0ac4b9645a4f15401ae452c7b4852ed)] -> id: Email]
2022-05-15 13:05:435 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (f0ac4b9645a4f15401ae452c7b4852ed)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:883 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (f0ac4b9645a4f15401ae452c7b4852ed)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:749 INFO  LoginPage :63 - getting varify errormessage text from [[ChromeDriver: chrome on WINDOWS (f0ac4b9645a4f15401ae452c7b4852ed)] -> xpath: //body/div[6]/div[3]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/form[1]/div[1]]
2022-05-15 13:05:171 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:02 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (d506f376adc65a82928a01357a84ed8b)] -> id: Email]
2022-05-15 13:05:279 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (d506f376adc65a82928a01357a84ed8b)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:538 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (d506f376adc65a82928a01357a84ed8b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:192 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:648 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (e7cf199922ab192d21533a0c1ed8f551)] -> id: Email]
2022-05-15 13:05:17 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (e7cf199922ab192d21533a0c1ed8f551)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:478 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (e7cf199922ab192d21533a0c1ed8f551)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:716 INFO  ManageDriver :32 - Launching Chrome Browser
